id	tc_text	en_text	status
283000	神靈族的出現，對我來說完全是一個謎。我過去曾和這些狡滑的外星人交手過， 卻從來沒弄懂過他們的行為。這點著實令我感到不安。歐克蠻人是較令我尊敬的敵人。他們再怎麼野蠻殘暴，至少還保有一種扭曲的榮譽感。他們願意和敵人在戰場上正面對決，但神靈族似乎鄙視這世間的一切事物。與神靈族對決，簡直像是在對迷霧和陰影開槍一樣。	The appearance of the Eldar is a complete mystery to me. I have dealt with these treacherous aliens in the past, and have never seen rhyme nor reason to their actions. It is unnerving. I prefer the Ork as an opponent. For all their brutality there is a twisted form of honor with the Orks. They meet their opponent on the field of battle, but the Eldar seem to have contempt for all. Fighting them is like shooting at mist and shadows.	different
283002	關於混沌軍團挖掘出來的標記，伊薩多花了好幾個小時，才破解了標記上的神祕刻印，同時明白他們在找的究竟是什麼東西。他宣稱他們在找的是某種形式的鑰匙，卻無法確定他們想用這把鑰匙來開啟什麼。這已經不重要了。只要我們確定混沌軍團正在找這把鑰匙，那就夠了。這把鑰匙埋在聖羅孚‧馬爾這座荒城的地底下。	Isador spent hours interpreting the runes on the marker that was unearthed by the Forces of Chaos and has discovered what they seek. He claims it is some form of key, but to unlock what he is unsure. Never mind, it is enough that the Chaos Forces seek it. The Key lies in the ruined city of St. Lloovre Marr.	different
283004	獻祭	Sacrifice	different
290000	阻止混沌軍團解開鑰匙的封印	Stop the Chaos before they are able to release the Key.	different
290002	混沌軍隊想在那曾經神聖的神殿中，舉行一場邪惡儀式，以解開鑰匙的封印。我們必須立刻阻止他們。	The Chaos Forces are attempting to release the Key by performing a dark ritual on it in that once sacred temple. They must be stopped.	different
290004	阻止混沌軍團解開鑰匙的封印	Stop the Chaos before they are able to release the Key.	different
290010	派遣援軍前往前哨站，以免混沌軍隊攻下前哨站。	Reinforce the outpost before it is overwhelmed by Chaos forces.	different
290012	前哨站絕對不能失守。快派遣軍隊前往前哨站，佔領那裡的建築物。要想越過那道難以通過的裂縫，我們必須讓星際戰士突擊小隊跳躍過去，或是利用軍用禮拜堂內終極戰士的深入攻擊能力，或者，也可以使用衛星收發站軍隊的投射能力。	The outpost must not fall. Get troops across to the Outpost and capture the structures there. To get across the impassible chasm we must jump Assault Marines across, or use the Deep Strike capability of the Terminators on the Chapel-Barracks, or the Drop Pod ability of our troops on the Orbital Relay.	different
290014	派遣援軍前往前哨站，以免混沌軍隊攻下前哨站。	Reinforce the outpost before it is overwhelmed by Chaos forces.	different
290020	請使用載具摧毀禮拜堂大門。	Use vehicles to destroy the Chapel Doors.	different
290022	這個門曾經屬於偉大的神殿，現在經過強化之後，具有很強的防禦能力，只有最強大的武器，才能夠穿破這些大門。請使用地獄火無畏機兵和獵食者坦克摧毀這些大門。	The doors to that once great temple are heavily reinforced and defended. Only the strongest of weapons will be able to penetrate them. Use Hellfire Dreadnoughts and Predators to destroy the doors.	different
290024	請使用載具摧毀禮拜堂大門。	Use vehicles to destroy the chapel doors.	different
290030	清查叛變的帝國守衛軍。	Cleanse the traitorous Imperial Guard.	different
290032	帝國守衛軍已經投向混沌軍團的陣營了!快清查掃蕩這些叛徒!	The Imperial Guard have turned to Chaos! Cleanse them!	different
290034	清查叛變的帝國守衛軍。	Cleanse the traitorous Imperial Guard.	different
290040	清查禮拜堂的混沌印記。	Cleanse the Chaos Taint at the Chapel.	different
290042	曾經盛極一時的禮拜堂，已經遭到了混沌軍隊的玷污。我們一定要從這原先是聖地的地方，將這些玷污清除乾淨。快摧毀混沌軍隊吧!	The once great Chapel has been tainted by the forces of Chaos. They must be cleansed from this once Holy land. Destroy the Chaos Forces.	different
290044	清查叛變的帝國守衛軍。	Cleanse the traitorous Imperial Guard.	different
291000	禮拜堂	The Chapel	different
291050	任務 8 - 任務開始	Mission 8 - Mission Start	different
291052	任務 8 - 摧毀禮拜堂大門	Mission 8 - Destroy Chapel Doors	different
291054	任務 8 - 摧毀帝國守衛軍	Mission 8 - Destroy Imperial Guard	different
291056	任務 8 - 已清查混沌軍隊	Mission 8 - Chaos Cleansed	different
291058	任務 8 - 已救回前哨站	Mission 8 - Outpost Saved	different
291060	任務 8 - 前哨站幾乎已摧毀	Mission 8 - Outpost near destruction	different
291100	血鴉部隊第三連隊	Blood Ravens 3rd Company	different
291102	阿爾發軍團異端戰士	Alpha Legion Desecrators	different
291104	血鴉部隊第三連隊支援小隊	Blood Ravens 3rd Company Support	different
291106	阿爾發軍團惡魔引擎	Alpha Legion Defilers	different
291108	可惡的帝國守衛軍	Damned Imperial Guard	different
293000	大人，血鴉部隊正從南方逼進。	My Lord, Blood Ravens approach from the South.	different
293002	他們何以能夠如近接近？!	How did they get so close!?!	different
293004	大人，他們不過是些惹人厭的蒼蠅罷了。我們手中握有鑰匙，又有充裕的軍力，足以將血鴉部隊阻擋在屍體堆成的人牆之外。所以，我們大可安心地完成這場儀式。	My Lord. These flies are minor annoyances. We have the Key and ample bodies to imprison the Blood Ravens behind a wall of corpses while we complete the ceremony.	different
293006	你的保證絲毫無法讓我安心，辛吉。	Your assurances leave me cold, Sindri.	different
293008	每次事情發生轉折，最後總是證明我的話是對的，大人。我們目前再安全也不過了 --	Events have proven my words true at every turn, My Lord. We are not in danger --	different
293010	這些事情只是證明你實在太幸運了，巫師。你這種令人倒胃的樂觀精神究竟是打哪兒來的？	Events have proven you fortunate, Sorcerer. To what do you owe this present bout of nauseous optimism?	different
293012	我們剛收到一則新訊息，巴爾大人。我們有一批新的盟友，隨時準備背叛血鴉部隊並投靠我們。	We have received a message, Lord Bale. We have a new ally who is more than ready to betray the Blood Ravens.	different
293014	太好了。就讓我們準備迎接這一切，同時把這個白痴拖下去處理掉。	Excellent. Prepare for what is to come. And dispose of this idiot.	different
293016	為什麼？我做錯了什麼事？	Why? How have I failed?	different
293018	因為你愚蠢到私下透露壞消息給巴爾大人知道。我們這裡不容許笨蛋的存在。	You were stupid enough to personally deliver ill news to Lord Bale. And we cannot abide stupidity.	different
293020	馬歇爾弟兄，請說。	Brother Matiel, report.	different
293022	混沌星際戰士軍團在地面製造了一道將城巿撕成兩半的裂縫，並占領了一座神殿。艦長，這場戰爭很快就會波及我們。	The Chaos forces have rent an impassible chasm through the center of the city, and have taken up position in a temple. The battle is upon us Captain.	different
293024	我們很快就會趕到你們的所在位置。請守住那道裂縫，神殿交給我來處理。	We are arriving at your position momentarily. Hold the chasm, I will deal with the temple.	different
